Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDB95,9.570371658400239,Low Fat,0.00504128150137089,Starchy Foods,132.44043128965046,OUT045,2002,,Tier 2,Supermarket Type1,2934.545046067677
FDA22,17.185238216394175,Regular,0.1427180553812012,Others,133.69037893989218,OUT035,2004,Small,Tier 2,Supermarket Type1,2831.0624620687086
DRC42,21.33280860834189,LF,0.007710195788749202,Household,183.7560509332061,OUT017,2007,,Tier 2,Supermarket Type1,3209.490425631868
FDB51,21.496884229165524,Low Fat,0.07902008556332761,Breakfast,255.51538926253542,OUT010,1998,,Tier 3,Grocery Store,1256.7605029626206
NCB75,,Low Fat,0.020677589923892063,Hard Drinks,234.67543533713777,OUT045,2002,,Tier 2,Supermarket Type1,3228.3637081913826
FDN51,,Low Fat,0.02342850595193834,Soft Drinks,181.9272971330837,OUT017,2007,,Tier 2,Supermarket Type1,2826.8625744273304
DRC39,21.334247754660392,Regular,0.009108331082344105,Canned,139.9229889912331,OUT049,1999,Medium,Tier 1,Supermarket Type1,2685.9725587450885
FDN22,10.869439127313697,LF,0.062364788441398575,Canned,131.0621358151912,OUT017,2007,,Tier 2,Supermarket Type1,2071.982625828638
FDB27,8.7909629461952,Low Fat,0.09508306763374016,Canned,216.7633669866875,OUT027,1985,Medium,Tier 3,Supermarket Type3,8459.732480893246
FDN48,,Low Fat,0.18003452954813404,Breads,82.50008136344512,OUT017,2007,,Tier 2,Supermarket Type1,1384.2763888856205
NCB38,6.895293847243144,Low Fat,0.0241675700257905,Household,169.68930442234034,OUT017,2007,,Tier 2,Supermarket Type1,2919.816849588165
FDA71,19.01045818155128,Low Fat,0.05824179140627902,Hard Drinks,150.1690893038072,OUT045,2002,,Tier 2,Supermarket Type1,2907.3883145991526
FDB66,14.508292535220258,Low Fat,0.03216788265618138,Snack Foods,184.24744032531973,OUT010,1998,,Tier 3,Grocery Store,1069.1880596027274
NCB19,,reg,0.048965506671185675,Frozen Foods,75.2313625725532,OUT035,2004,Small,Tier 2,Supermarket Type1,1053.550291156085
FDA93,17.920736513546863,Regular,0.0,Canned,195.19870481786913,OUT027,1985,Medium,Tier 3,Supermarket Type3,6595.108956413814
FDB74,15.953658710816303,Low Fat,0.05230097108314235,Seafood,178.9719514321168,OUT035,2004,Small,Tier 2,Supermarket Type1,3681.609672819926
FDA12,14.858307262416632,reg,0.11346122519864285,Household,73.51448466683188,OUT010,1998,,Tier 3,Grocery Store,466.5558650565094
FDB23,5.32176137102758,Low Fat,0.11955319819287731,Canned,137.11071867268282,OUT017,2007,,Tier 2,Supermarket Type1,2501.5418575416666
DRC77,19.328678332054267,Low Fat,0.03962794437725659,Breakfast,191.1541677430288,OUT027,1985,Medium,Tier 3,Supermarket Type3,6898.952127787832
DRC71,11.603315048555142,reg,0.01613134160137652,Canned,243.77860758840555,OUT017,2007,,Tier 2,Supermarket Type1,3629.4394277686256
FDB34,14.016376570213664,Low Fat,0.10872225185172998,Hard Drinks,59.81551225786453,OUT046,1997,Small,Tier 1,Supermarket Type1,764.9437538368154
FDA62,4.873209531909352,reg,0.32,Meat,33.06250270667102,OUT046,1997,Small,Tier 1,Supermarket Type1,631.5288509921758
FDA24,20.41324953166738,Regular,0.028407902406159993,Breads,69.9763813057396,OUT027,1985,Medium,Tier 3,Supermarket Type3,2520.254519078886
FDA97,,low fat,0.15491310771677347,Canned,264.4686013464408,OUT027,1985,Medium,Tier 3,Supermarket Type3,10408.568692485274
NCB21,13.735726508607796,Regular,0.24611886566742217,Frozen Foods,212.33538079638822,OUT046,1997,Small,Tier 1,Supermarket Type1,4519.009048743996
FDN46,,Low Fat,0.030212461837726298,Hard Drinks,175.99108844726723,OUT045,2002,,Tier 2,Supermarket Type1,2501.7046489810405
FDB52,16.485292610859307,LF,0.07558698064561348,Breakfast,62.39108384725271,OUT045,2002,,Tier 2,Supermarket Type1,427.1447817692839
NCB79,8.99981323941455,Low Fat,0.052206309284639915,Snack Foods,129.18682042570833,OUT018,2009,Medium,Tier 3,Supermarket Type2,2584.6064602663478
FDN71,8.272565586126143,Regular,0.07684986780273823,Household,199.79637288262558,OUT017,2007,,Tier 2,Supermarket Type1,4558.779139834335
FDB34,,Regular,0.010044988381048395,Breakfast,242.42866228778527,OUT019,1985,Small,Tier 1,Grocery Store,1408.4036585138033
NCB13,6.275181584701439,Regular,0.027410541802423652,Hard Drinks,121.11028812318102,OUT017,2007,,Tier 2,Supermarket Type1,2140.0465550247213
FDN81,12.219054080297473,Regular,0.003891388909103224,Starchy Foods,266.92681106310533,OUT045,2002,,Tier 2,Supermarket Type1,4411.697458888937
NCB72,12.876927207984531,LF,0.056993354091253556,Seafood,63.97779330961814,OUT018,2009,Medium,Tier 3,Supermarket Type2,1279.8034740332523
FDB83,10.982728607557856,LF,0.15678875714101445,Breads,122.31687736022319,OUT027,1985,Medium,Tier 3,Supermarket Type3,3438.9661231544073
FDN66,7.649558986861489,LF,0.049297469965987835,Frozen Foods,237.5938002924477,OUT045,2002,,Tier 2,Supermarket Type1,5366.3090929640675
DRC50,10.54037649353103,Low Fat,0.004375640258423905,Seafood,184.3800838298053,OUT013,1987,High,Tier 3,Supermarket Type1,3406.4118725447397
FDA12,10.238473310527649,reg,0.15987996301543975,Canned,222.3770003497376,OUT019,1985,Small,Tier 1,Grocery Store,1268.1489420428059
FDB14,12.987516469028757,Regular,0.008560549852269764,Frozen Foods,245.24059675040056,OUT045,2002,,Tier 2,Supermarket Type1,3878.97907543382
FDA18,,LF,0.12870485177686117,Baking Goods,150.72666933957865,OUT027,1985,Medium,Tier 3,Supermarket Type3,6700.833985486518
FDN29,20.9599970999449,low fat,0.07515350097369489,Soft Drinks,86.40032760934221,OUT019,1985,Small,Tier 1,Grocery Store,495.629501932405
DRC70,6.95077542296358,Low Fat,0.06069673432440042,Fruits and Vegetables,194.71482959473673,OUT035,2004,Small,Tier 2,Supermarket Type1,4535.566343736146
FDN44,19.341290868998392,Low Fat,0.05303632446450327,Others,163.98120559140833,OUT045,2002,,Tier 2,Supermarket Type1,3444.9790200872203
DRC91,9.331026006634461,LF,0.008435032628321277,Canned,213.34521232258422,OUT049,1999,Medium,Tier 1,Supermarket Type1,4854.020748178083
FDA97,,Low Fat,0.041690166644961994,Dairy,151.76444607681282,OUT019,1985,Small,Tier 1,Grocery Store,873.0720742625798
FDN41,13.794528115725758,Regular,0.013141102171861494,Canned,222.42228289785618,OUT019,1985,Small,Tier 1,Grocery Store,1471.9409422749536
FDN22,13.96812311668047,LF,0.05088763434722414,Health and Hygiene,243.87612432717302,OUT049,1999,Medium,Tier 1,Supermarket Type1,4572.287394263698
FDB98,16.797096399219818,Low Fat,0.03558114420118516,Household,207.9015942899658,OUT018,2009,Medium,Tier 3,Supermarket Type2,3531.756057838851
FDA77,10.988701197732931,reg,0.06830525564393945,Breads,206.5026163186546,OUT018,2009,Medium,Tier 3,Supermarket Type2,2942.9415089821473
FDB20,9.924699375026545,low fat,0.2427230814176642,Starchy Foods,169.5766845328731,OUT013,1987,High,Tier 3,Supermarket Type1,4408.112352007905
FDA65,18.998187744153114,Low Fat,0.026872495842603223,Health and Hygiene,142.30751485938487,OUT019,1985,Small,Tier 1,Grocery Store,762.6701393177538
FDN38,8.241615684662595,Regular,0.05753835108724474,Dairy,260.5306870071338,OUT018,2009,Medium,Tier 3,Supermarket Type2,5333.658648391263
FDA76,7.564182634289432,Low Fat,0.11988581912470417,Baking Goods,183.24655757968023,OUT046,1997,Small,Tier 1,Supermarket Type1,4028.306837355329
FDA85,4.7653264231394346,Regular,0.005851916579959948,Health and Hygiene,229.32413452518546,OUT046,1997,Small,Tier 1,Supermarket Type1,3543.029512735557
DRC18,8.079822294496175,Low Fat,0.09664013857316996,Frozen Foods,150.27653073628406,OUT018,2009,Medium,Tier 3,Supermarket Type2,1979.9478330143584
FDA14,,LF,0.016420830859939502,Breads,161.94645447483612,OUT035,2004,Small,Tier 2,Supermarket Type1,3158.9710125998754
FDN68,13.65465084123993,Low Fat,0.046627740600609445,Starchy Foods,187.44180957246948,OUT035,2004,Small,Tier 2,Supermarket Type1,3074.4735213295
DRC97,8.825148350324085,Regular,0.2860715021531009,Health and Hygiene,202.93835900147997,OUT035,2004,Small,Tier 2,Supermarket Type1,3086.5021830123515
NCB88,5.7286608907003975,Regular,0.2483056073126071,Dairy,136.8119550026449,OUT035,2004,Small,Tier 2,Supermarket Type1,2200.822523030978
FDN14,,Low Fat,0.0227700933841841,Seafood,115.09032308667432,OUT017,2007,,Tier 2,Supermarket Type1,2217.529309619373
DRC27,17.385580925559097,LF,0.008477430577656972,Baking Goods,87.5031017013502,OUT035,2004,Small,Tier 2,Supermarket Type1,1104.6266591632634
FDB69,21.463218736956545,low fat,0.1670165892148748,Seafood,130.98031979383188,OUT046,1997,Small,Tier 1,Supermarket Type1,2269.037668988942
FDB37,19.800502699090202,Regular,0.1343932030200282,Canned,80.85214689151722,OUT019,1985,Small,Tier 1,Grocery Store,369.76685148428567
FDB86,20.24305509679992,Regular,0.05743174757775701,Fruits and Vegetables,129.35574840373022,OUT046,1997,Small,Tier 1,Supermarket Type1,2977.493569006973
FDA49,18.069465037647014,Regular,0.0019768342206436897,Others,237.4196355868208,OUT017,2007,,Tier 2,Supermarket Type1,4152.377005458039
FDB71,14.963548507502484,Regular,0.08348572897629718,Breads,261.58856285496006,OUT018,2009,Medium,Tier 3,Supermarket Type2,5822.4999229623245
FDB67,6.685281279276678,Low Fat,0.010522321006409706,Others,167.1960650714049,OUT018,2009,Medium,Tier 3,Supermarket Type2,3604.7742857162903
FDN65,15.07932605674992,Regular,0.17190463611165882,Breakfast,65.45726974579807,OUT046,1997,Small,Tier 1,Supermarket Type1,1200.105984599751
DRC49,5.451249627048653,Regular,0.03426916230705857,Canned,131.9031171311408,OUT018,2009,Medium,Tier 3,Supermarket Type2,2694.893921547646
FDN86,,Regular,0.05728873624544716,Seafood,173.09005651046576,OUT018,2009,Medium,Tier 3,Supermarket Type2,3481.518850266062
FDB42,12.690962702041357,Low Fat,0.01980030646201892,Frozen Foods,118.50213416537727,OUT017,2007,,Tier 2,Supermarket Type1,2567.091369625031
FDN89,16.357038143588603,Low Fat,0.038670093885729506,Canned,79.41685699968706,OUT017,2007,,Tier 2,Supermarket Type1,1403.688003536006
NCB68,,Regular,0.08430062592409546,Fruits and Vegetables,84.53052787272938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1600.9814230775025
FDN57,13.582223189688031,Low Fat,0.040638386113495434,Hard Drinks,142.8472178074288,OUT017,2007,,Tier 2,Supermarket Type1,2038.5457167726693
FDA22,9.621477763507162,Low Fat,0.11271647550629496,Canned,82.07717222609226,OUT027,1985,Medium,Tier 3,Supermarket Type3,2556.4376382484493
FDN54,9.344460517533175,Low Fat,0.0749021198165649,Seafood,89.88735527467361,OUT027,1985,Medium,Tier 3,Supermarket Type3,3798.499965450831
FDA62,11.124150549954102,Regular,0.004830941370504185,Seafood,237.047867188516,OUT018,2009,Medium,Tier 3,Supermarket Type2,4696.09172473605
DRC72,4.5108708346290936,low fat,0.05601161617236959,Hard Drinks,214.8582351817057,OUT045,2002,,Tier 2,Supermarket Type1,3156.079950889403
FDN47,12.43323498924295,LF,0.05689776381179814,Soft Drinks,44.053863973584924,OUT013,1987,High,Tier 3,Supermarket Type1,800.8839461529536
NCB16,12.771633621334951,Low Fat,0.028769148429814904,Breads,106.56170829365568,OUT017,2007,,Tier 2,Supermarket Type1,1429.393114560796
FDB54,19.17322556926409,Low Fat,0.023380578073133006,Breads,156.53622389771158,OUT018,2009,Medium,Tier 3,Supermarket Type2,2001.3154064253606
DRC40,12.1249353340022,reg,0.0038971224141480967,Baking Goods,45.30363892718147,OUT046,1997,Small,Tier 1,Supermarket Type1,852.518440738664
DRC19,10.680456995750438,reg,0.03545238505122629,Starchy Foods,192.22841805060335,OUT027,1985,Medium,Tier 3,Supermarket Type3,6250.8953425729915
FDN62,21.410699873161878,Low Fat,0.024622308785858433,Meat,121.72905493821028,OUT046,1997,Small,Tier 1,Supermarket Type1,2304.220742311592
DRC11,,LF,0.18103305800457123,Dairy,124.73412147127773,OUT017,2007,,Tier 2,Supermarket Type1,2047.7019905169425
FDB21,12.534424546780372,Low Fat,0.06728357726212887,Starchy Foods,93.61725851917038,OUT010,1998,,Tier 3,Grocery Store,482.36236556950024
DRC22,12.93090918732245,Regular,0.036977992149857176,Starchy Foods,109.8072425371022,OUT035,2004,Small,Tier 2,Supermarket Type1,2468.707924237648
FDN26,18.256082057649685,Low Fat,0.08429487412123066,Hard Drinks,234.35881573479307,OUT035,2004,Small,Tier 2,Supermarket Type1,4831.276078849381
DRC69,10.291498272492735,low fat,0.09051304539054605,Snack Foods,217.11030219239342,OUT018,2009,Medium,Tier 3,Supermarket Type2,3450.0342625734957
FDB44,11.115727865661075,Regular,0.0,Fruits and Vegetables,251.84216750360085,OUT010,1998,,Tier 3,Grocery Store,1915.8232258221435
FDN39,17.34984710873691,Low Fat,0.004726867363189962,Starchy Foods,195.96338197151954,OUT019,1985,Small,Tier 1,Grocery Store,936.058263305319
DRC72,5.740723573434082,Regular,0.09099816134063436,Others,167.3777359911198,OUT019,1985,Small,Tier 1,Grocery Store,797.3384790362361
NCB69,19.207875688435397,Low Fat,0.005677371787631068,Breakfast,92.18448364056307,OUT049,1999,Medium,Tier 1,Supermarket Type1,1340.043038583644
FDB31,,Low Fat,0.11283812687426384,Others,188.37785563386373,OUT049,1999,Medium,Tier 1,Supermarket Type1,3001.1822856776976
NCB29,14.381980583596023,Low Fat,0.024402072640871266,Breads,244.85330885713765,OUT010,1998,,Tier 3,Grocery Store,1207.9021596964046
NCB77,17.377094707417196,Regular,0.06100661618341795,Seafood,47.32308102520636,OUT010,1998,,Tier 3,Grocery Store,270.10283211475513
FDN73,9.022882681468861,Low Fat,0.08091782683639928,Health and Hygiene,135.56457460754916,OUT027,1985,Medium,Tier 3,Supermarket Type3,4193.095797097703
FDA21,19.63534154145107,Regular,0.002149598608128943,Health and Hygiene,66.24912825752224,OUT045,2002,,Tier 2,Supermarket Type1,1062.028724906545
FDA19,21.146824528362384,Regular,0.029130363766901084,Hard Drinks,222.30548951607216,OUT013,1987,High,Tier 3,Supermarket Type1,3940.63412566901
FDA31,,Regular,0.055602135855772394,Seafood,175.9271852690095,OUT019,1985,Small,Tier 1,Grocery Store,1229.4203736660927
DRC91,20.427935205555446,Low Fat,0.11308945224550028,Starchy Foods,238.59723881648853,OUT017,2007,,Tier 2,Supermarket Type1,4582.744430349752
DRC23,4.519186582958707,Low Fat,0.07590190890437193,Hard Drinks,45.8916289139312,OUT010,1998,,Tier 3,Grocery Store,342.6917588351154
FDB85,,Low Fat,0.13588335900211032,Hard Drinks,244.75244027092737,OUT013,1987,High,Tier 3,Supermarket Type1,4318.303676811888
NCB61,,Low Fat,0.005180725311881845,Meat,46.85840197066818,OUT027,1985,Medium,Tier 3,Supermarket Type3,1688.3261028705597
FDB85,9.795422220369232,Regular,0.004471905397251444,Others,98.87496899929153,OUT046,1997,Small,Tier 1,Supermarket Type1,2310.6908541437533
FDB20,8.37751070108897,reg,0.07500622799615873,Breads,67.85511632268089,OUT035,2004,Small,Tier 2,Supermarket Type1,1426.9960802695975
FDA15,9.889236319565331,Low Fat,0.0,Canned,65.31101672468112,OUT010,1998,,Tier 3,Grocery Store,472.3961536635206
FDN84,8.129237922876797,Regular,0.03942410634608372,Breads,71.5140959230451,OUT049,1999,Medium,Tier 1,Supermarket Type1,1833.1833704922492
DRC96,19.89977480726952,Low Fat,0.05562836736447509,Health and Hygiene,144.33141773784837,OUT018,2009,Medium,Tier 3,Supermarket Type2,2118.3698294285973
DRC55,19.78340336262723,Low Fat,0.255871521777747,Seafood,216.10949992043626,OUT018,2009,Medium,Tier 3,Supermarket Type2,2592.75864380254
DRC38,6.237592353650583,Regular,0.004171690883186892,Others,242.99343691113833,OUT010,1998,,Tier 3,Grocery Store,1556.119432863201
NCB90,6.9285932907303724,Regular,0.006917573355030072,Health and Hygiene,164.78305659374718,OUT018,2009,Medium,Tier 3,Supermarket Type2,3018.9756083016227
FDN22,19.154316863181332,LF,0.10607551136834945,Others,68.22936751669275,OUT049,1999,Medium,Tier 1,Supermarket Type1,1005.4152757791967
FDA48,11.28194210483668,Regular,0.001244268649402369,Health and Hygiene,49.68899871806768,OUT045,2002,,Tier 2,Supermarket Type1,943.1858992076478
FDB38,7.377618514767731,Low Fat,0.03591985956224245,Canned,147.61459022047075,OUT017,2007,,Tier 2,Supermarket Type1,2553.44413610902
FDN41,13.181379841421643,Regular,0.08926462933109403,Canned,211.62973541681544,OUT049,1999,Medium,Tier 1,Supermarket Type1,4030.541819202835
DRC56,11.583356848641614,LF,0.013034819790387711,Dairy,177.3580083555337,OUT035,2004,Small,Tier 2,Supermarket Type1,3622.4988860650024
NCB31,8.225746413545409,Regular,0.012422196522404554,Canned,168.53645375744836,OUT017,2007,,Tier 2,Supermarket Type1,3513.3178219212828
FDN36,16.752787710719787,low fat,0.02228576788233398,Soft Drinks,42.36463056307929,OUT013,1987,High,Tier 3,Supermarket Type1,864.2831338199512
FDN90,15.231918309656425,Low Fat,0.009751865580065806,Fruits and Vegetables,128.12471166967376,OUT010,1998,,Tier 3,Grocery Store,376.3316295750624
NCB65,6.1942474304424895,LF,0.06809532876527315,Canned,160.89059311642467,OUT045,2002,,Tier 2,Supermarket Type1,3328.5732591888514
NCB30,20.23157414353082,Low Fat,0.013398930328158707,Canned,172.1968078489794,OUT010,1998,,Tier 3,Grocery Store,826.4694986682771
FDB68,,Regular,0.015437517071163361,Hard Drinks,32.13470267614637,OUT013,1987,High,Tier 3,Supermarket Type1,572.3109737726584
NCB15,8.75347628008021,Regular,0.05133081173841686,Snack Foods,78.09497444707625,OUT035,2004,Small,Tier 2,Supermarket Type1,1503.487435902289
FDN66,,Low Fat,0.2052982326508375,Seafood,255.14949858154756,OUT027,1985,Medium,Tier 3,Supermarket Type3,11462.379417693426
FDB12,6.811115683327426,low fat,0.14712260859094187,Starchy Foods,151.0399458337984,OUT019,1985,Small,Tier 1,Grocery Store,844.3686704132456
FDN10,11.718835908635963,Low Fat,0.11992557020153813,Frozen Foods,197.05955966046864,OUT027,1985,Medium,Tier 3,Supermarket Type3,7512.701473524164
DRC47,6.804197222544225,Low Fat,0.04541940728613508,Starchy Foods,103.73206879833799,OUT035,2004,Small,Tier 2,Supermarket Type1,1753.05677697998
DRC70,11.568879014118846,reg,0.0,Fruits and Vegetables,169.14779035237333,OUT018,2009,Medium,Tier 3,Supermarket Type2,3045.5579518406844
FDN73,7.02909727998,Low Fat,0.07340303486424525,Meat,115.12627727496866,OUT017,2007,,Tier 2,Supermarket Type1,2004.8850341387358
FDA34,,Low Fat,0.02961621467092624,Health and Hygiene,101.08229539372223,OUT017,2007,,Tier 2,Supermarket Type1,2083.481817619993
NCB27,17.84911436866809,Regular,0.09028007979518723,Breakfast,128.0899234154014,OUT045,2002,,Tier 2,Supermarket Type1,2957.7603066190227
NCB89,13.841886707886896,Regular,0.0009794400018416668,Others,139.51939128168266,OUT013,1987,High,Tier 3,Supermarket Type1,1768.7648266689803
FDN81,16.060966872533253,low fat,0.04524266559536628,Others,109.15090137270924,OUT017,2007,,Tier 2,Supermarket Type1,2392.3487623982273
NCB55,20.452438530429035,Regular,0.024690544719146515,Frozen Foods,91.88554807078032,OUT010,1998,,Tier 3,Grocery Store,659.8625666286227
FDA26,15.352316002700332,LF,0.01718490099723169,Breads,178.22160892128733,OUT035,2004,Small,Tier 2,Supermarket Type1,3446.0934740200723
FDB62,10.690689369126005,reg,0.06505360626319674,Baking Goods,120.85286447394581,OUT049,1999,Medium,Tier 1,Supermarket Type1,3541.4492404661064
FDN55,12.141162697473565,Regular,0.06444220541491012,Breakfast,78.63094321699585,OUT045,2002,,Tier 2,Supermarket Type1,1343.8140249610894
DRC80,19.128928843224628,Low Fat,0.0022662977186941424,Frozen Foods,209.97477910181416,OUT049,1999,Medium,Tier 1,Supermarket Type1,3315.3558405151325
FDN73,6.722245422151639,Regular,0.17704425649504021,Snack Foods,201.80301311498204,OUT045,2002,,Tier 2,Supermarket Type1,5396.102456113626
NCB62,10.037529381657356,Low Fat,0.026951200278166738,Breads,240.28853545172893,OUT027,1985,Medium,Tier 3,Supermarket Type3,5840.537606170161
NCB12,14.31376117249823,Low Fat,0.14963041249470885,Baking Goods,161.98448851207314,OUT027,1985,Medium,Tier 3,Supermarket Type3,4160.089582034812
NCB55,15.998622679943384,Regular,0.052583828387657905,Health and Hygiene,96.94713374917542,OUT019,1985,Small,Tier 1,Grocery Store,674.3343010776204
FDA87,17.479484282338987,low fat,0.06343506008805869,Meat,234.83501225657423,OUT045,2002,,Tier 2,Supermarket Type1,4452.016760365336
FDA93,9.909515531933481,Low Fat,0.1939109443628385,Canned,97.15106445751701,OUT046,1997,Small,Tier 1,Supermarket Type1,1298.5651442135852
NCB18,6.979605278155555,Low Fat,0.10362483936317865,Hard Drinks,185.72174235880038,OUT035,2004,Small,Tier 2,Supermarket Type1,3891.027480762121
FDA69,20.732266564501515,Low Fat,0.0,Breads,75.93275650136297,OUT010,1998,,Tier 3,Grocery Store,425.81464010516754
FDB11,5.798667691244671,Low Fat,0.00031407836661117883,Seafood,179.48523280731013,OUT027,1985,Medium,Tier 3,Supermarket Type3,4182.421063493543
FDN73,6.1286910483770525,Low Fat,0.022141109960106868,Baking Goods,229.44229668833583,OUT045,2002,,Tier 2,Supermarket Type1,4671.7482192253665
FDB90,12.91402321233347,Regular,0.040228871676336826,Fruits and Vegetables,158.42680767903994,OUT049,1999,Medium,Tier 1,Supermarket Type1,3414.8881573593158
FDB27,18.42760747844117,Low Fat,0.07903966501926524,Seafood,142.1294526695881,OUT049,1999,Medium,Tier 1,Supermarket Type1,1896.9778731524345
DRC47,17.666569808040556,Low Fat,0.06491387380500946,Household,265.4596101713505,OUT049,1999,Medium,Tier 1,Supermarket Type1,3371.3434418850147
FDN54,20.44088752529956,LF,0.022512699071418833,Snack Foods,36.298693529406904,OUT018,2009,Medium,Tier 3,Supermarket Type2,320.1028193299309
FDA42,6.907243785420802,Regular,0.04685264025726297,Breads,109.28865302743493,OUT013,1987,High,Tier 3,Supermarket Type1,1926.3308294766898
NCB50,10.887363370061411,Low Fat,0.06314953820815819,Starchy Foods,247.78921243973983,OUT045,2002,,Tier 2,Supermarket Type1,4013.484827110208
FDN95,9.29641618826907,Regular,0.04326196797382889,Snack Foods,182.66367370392737,OUT010,1998,,Tier 3,Grocery Store,960.6698212773322
FDN97,19.134792100429422,Low Fat,0.07007278325017681,Canned,158.93495699673568,OUT035,2004,Small,Tier 2,Supermarket Type1,3453.276823359471
FDA26,12.802028544780406,low fat,0.03984073573313562,Breakfast,181.49524324172697,OUT010,1998,,Tier 3,Grocery Store,977.4731662070254
NCB55,,Low Fat,0.0,Seafood,106.97811146294369,OUT013,1987,High,Tier 3,Supermarket Type1,1406.1043360416977
NCB29,16.53539491625274,reg,0.16958498836578678,Breakfast,47.79568055006783,OUT013,1987,High,Tier 3,Supermarket Type1,837.6195693326201
FDA83,11.107867663052243,LF,0.029575029279758715,Baking Goods,95.93488909972184,OUT027,1985,Medium,Tier 3,Supermarket Type3,3792.3303268800464
DRC11,13.529494977307209,Regular,0.08456329859267633,Baking Goods,110.41307951807184,OUT027,1985,Medium,Tier 3,Supermarket Type3,3197.7702533668785
FDA42,19.694386259169967,Low Fat,0.024448917590142984,Breads,144.24817071810332,OUT018,2009,Medium,Tier 3,Supermarket Type2,1968.5370308863137
FDA86,8.864542168757797,LF,0.02419496206567701,Soft Drinks,123.95957737727007,OUT045,2002,,Tier 2,Supermarket Type1,2684.490649158153
FDA86,8.584499485407012,Low Fat,0.15676843522035544,Frozen Foods,153.95652484108842,OUT035,2004,Small,Tier 2,Supermarket Type1,1861.9542393078602
NCB35,8.974272571061519,Low Fat,0.07197325591233163,Meat,77.27520644318622,OUT027,1985,Medium,Tier 3,Supermarket Type3,2329.408092652668
DRC47,10.247835851414946,Low Fat,0.1586692848704276,Dairy,74.43543703614921,OUT049,1999,Medium,Tier 1,Supermarket Type1,1103.6002047986178
DRC55,6.325017568983694,Regular,0.3130757546023664,Fruits and Vegetables,114.00414472395548,OUT035,2004,Small,Tier 2,Supermarket Type1,1996.4406345332043
DRC24,16.35273423374602,Low Fat,1.2191150114649414e-05,Household,142.79677341228341,OUT017,2007,,Tier 2,Supermarket Type1,2853.6750328450694
DRC53,8.02577820309532,low fat,0.24500516408633452,Meat,111.64794785328395,OUT017,2007,,Tier 2,Supermarket Type1,2130.862869726688
FDA84,20.244477703599955,Low Fat,0.0,Starchy Foods,167.06868684312465,OUT045,2002,,Tier 2,Supermarket Type1,2988.875533431837
FDB76,,LF,0.0,Snack Foods,104.16144280715622,OUT049,1999,Medium,Tier 1,Supermarket Type1,2632.0444356554276
FDN15,8.845914498249176,Low Fat,0.08761190616516494,Hard Drinks,72.8118826874966,OUT017,2007,,Tier 2,Supermarket Type1,1222.098110327739
FDA15,9.549343889783877,Low Fat,0.02586401744297921,Household,234.62743396200852,OUT013,1987,High,Tier 3,Supermarket Type1,2884.21114198193
FDA41,17.56514764919407,Low Fat,0.14992471202162563,Hard Drinks,78.34209526395101,OUT027,1985,Medium,Tier 3,Supermarket Type3,3230.202551589125
FDA85,11.769310286514507,low fat,0.04718243902504833,Health and Hygiene,259.12736799482695,OUT017,2007,,Tier 2,Supermarket Type1,4586.27858366229
DRC71,18.428688608520517,Low Fat,0.0292765318549216,Household,264.0273615232646,OUT010,1998,,Tier 3,Grocery Store,1550.5383989625298
NCB71,17.842513110048404,Regular,0.004576418455830305,Baking Goods,195.4456957426991,OUT018,2009,Medium,Tier 3,Supermarket Type2,3262.53277324021
FDN16,20.301337187046933,Low Fat,0.03748848676435321,Hard Drinks,149.4722346165296,OUT049,1999,Medium,Tier 1,Supermarket Type1,2858.0111329563833
FDN93,17.362270636768933,LF,0.01953531045177986,Hard Drinks,218.71884417986834,OUT046,1997,Small,Tier 1,Supermarket Type1,5049.594207433922
NCB15,5.382489884374069,Low Fat,0.004782417414230985,Baking Goods,237.07584091184475,OUT046,1997,Small,Tier 1,Supermarket Type1,5548.763645807106
DRC31,18.73378165288399,Low Fat,0.06659044086658969,Breakfast,198.46366413923795,OUT017,2007,,Tier 2,Supermarket Type1,5079.391309635109
DRC12,,Regular,0.22722098997842416,Meat,55.0825622830498,OUT019,1985,Small,Tier 1,Grocery Store,377.42512384923947
FDA69,21.392716273344373,Low Fat,0.02857719011121758,Frozen Foods,31.705137184223403,OUT035,2004,Small,Tier 2,Supermarket Type1,737.7892318180805
DRC23,6.629549100251907,Low Fat,0.021166518068789674,Hard Drinks,76.28871208889018,OUT019,1985,Small,Tier 1,Grocery Store,511.47877505238387
FDN91,14.925645578551087,Low Fat,0.005656016010994833,Snack Foods,75.49352736283092,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.8799764163527
NCB96,7.8907973200307095,Regular,0.01515011074989363,Seafood,74.07412920702888,OUT010,1998,,Tier 3,Grocery Store,609.3715171074228
NCB22,8.962663895514183,Low Fat,0.02012603553423083,Breakfast,151.30626722021628,OUT027,1985,Medium,Tier 3,Supermarket Type3,5148.068862443905
FDA54,,Low Fat,0.025311733702245477,Household,153.73993342037636,OUT018,2009,Medium,Tier 3,Supermarket Type2,2603.0849230180474
FDN28,21.120351200884027,Regular,0.060301915050871485,Snack Foods,201.6332030232466,OUT017,2007,,Tier 2,Supermarket Type1,4042.7977758099682
